age,car,carcat,empcat,jobsat
60,6.9,Economy,More than 15,Highly satisfied
55,34.800000000000004,Luxury,More than 15,Highly dissatisfied
43,20.6,Standard,Less than 5,Somewhat dissatisfied
42,29.1,Standard,Less than 5,Highly satisfied
41,36.7,Luxury,More than 15,Highly satisfied
42,28.5,Standard,More than 15,Somewhat satisfied
43,16.7,Standard,More than 15,Highly satisfied
27,14.4,Economy,Less than 5,Somewhat satisfied
36,18.2,Standard,5 to 15,Neutral
28,7.5,Economy,Less than 5,Somewhat satisfied
42,84.80000000000001,Luxury,More than 15,Neutral
39,25.400000000000002,Standard,5 to 15,Somewhat satisfied
35,17.900000000000002,Standard,5 to 15,Highly satisfied
47,78.4,Luxury,More than 15,Somewhat satisfied
21,14.8,Economy,Less than 5,Highly dissatisfied
44,30.3,Luxury,Less than 5,Highly satisfied
45,18.3,Standard,5 to 15,Somewhat satisfied
33,20.5,Standard,5 to 15,Somewhat satisfied
37,23,Standard,Less than 5,Somewhat dissatisfied
31,24.3,Standard,Less than 5,Somewhat dissatisfied
47,20.5,Standard,5 to 15,Neutral
20,24.200000000000003,Standard,Less than 5,Highly dissatisfied
26,8,Economy,Less than 5,Highly dissatisfied
43,34.6,Luxury,5 to 15,Somewhat dissatisfied
33,22.8,Standard,Less than 5,Somewhat satisfied
31,8.8,Economy,5 to 15,Neutral
34,24.700000000000003,Standard,5 to 15,Neutral
38,48.5,Luxury,5 to 15,Highly satisfied
42,82.80000000000001,Luxury,5 to 15,Somewhat satisfied
33,17.400000000000002,Standard,Less than 5,Somewhat satisfied
42,11.200000000000001,Economy,Less than 5,Somewhat dissatisfied
19,5.7,Economy,Less than 5,Somewhat dissatisfied
34,21.3,Standard,5 to 15,Neutral
30,21.5,Standard,Less than 5,Somewhat dissatisfied
47,77,Luxury,More than 15,Neutral
29,16.7,Standard,Less than 5,Somewhat dissatisfied
29,18.8,Standard,5 to 15,Neutral
61,28.5,Standard,5 to 15,Highly satisfied
45,47.800000000000004,Luxury,Less than 5,Neutral
54,34.4,Luxury,5 to 15,Highly satisfied
30,82.2,Luxury,Less than 5,Highly dissatisfied
20,16.900000000000002,Standard,Less than 5,Somewhat dissatisfied
67,4.9,Economy,5 to 15,Somewhat satisfied
30,20.3,Standard,Less than 5,Highly dissatisfied
30,7.4,Economy,Less than 5,Highly dissatisfied
33,13.100000000000001,Economy,Less than 5,Neutral
24,18.3,Standard,Less than 5,Somewhat dissatisfied
43,35.300000000000004,Luxury,5 to 15,Highly satisfied
44,29.5,Standard,5 to 15,Neutral
28,19.1,Standard,5 to 15,Neutral
56,83.80000000000001,Luxury,More than 15,Somewhat satisfied
32,23.900000000000002,Standard,5 to 15,Highly satisfied
45,66.2,Luxury,More than 15,Somewhat dissatisfied
32,32.4,Luxury,More than 15,Somewhat dissatisfied
50,49.400000000000006,Luxury,More than 15,Highly satisfied
56,40.1,Luxury,5 to 15,Neutral
53,19,Standard,More than 15,Somewhat satisfied
52,38,Luxury,5 to 15,Neutral
60,73.5,Luxury,More than 15,Highly satisfied
43,69.7,Luxury,5 to 15,Neutral
19,9.5,Economy,Less than 5,Highly dissatisfied
31,16.6,Standard,5 to 15,Highly satisfied
64,26.700000000000003,Standard,Less than 5,Neutral
30,10.8,Economy,Less than 5,Somewhat satisfied
38,32.9,Luxury,5 to 15,Somewhat dissatisfied
46,10,Economy,Less than 5,Highly dissatisfied
30,53.400000000000006,Luxury,5 to 15,Highly satisfied
53,18,Standard,5 to 15,Somewhat dissatisfied
45,21.8,Standard,5 to 15,Neutral
47,23.400000000000002,Standard,5 to 15,Neutral
32,17.5,Standard,5 to 15,Somewhat satisfied
34,39.2,Luxury,Less than 5,Somewhat dissatisfied
28,15,Standard,Less than 5,Somewhat dissatisfied
45,36.7,Luxury,5 to 15,Neutral
35,16.8,Standard,Less than 5,Neutral
53,80.2,Luxury,More than 15,Neutral
29,12.8,Economy,Less than 5,Highly dissatisfied
30,12.100000000000001,Economy,Less than 5,Somewhat dissatisfied
51,68,Luxury,More than 15,Highly satisfied
67,32.5,Luxury,More than 15,Highly satisfied
64,9.700000000000001,Economy,More than 15,Neutral
44,14.700000000000001,Economy,Less than 5,Neutral
32,16.5,Standard,Less than 5,Somewhat dissatisfied
34,18.8,Standard,More than 15,Somewhat satisfied
43,73.5,Luxury,5 to 15,Highly satisfied
32,18.2,Standard,5 to 15,Somewhat satisfied
46,18.1,Standard,5 to 15,Highly satisfied
44,43.800000000000004,Luxury,More than 15,Somewhat satisfied
25,9.9,Economy,5 to 15,Highly satisfied
30,13.200000000000001,Economy,Less than 5,Highly dissatisfied
25,11.4,Economy,Less than 5,Somewhat satisfied
30,12.8,Economy,5 to 15,Highly dissatisfied
40,26.3,Standard,More than 15,Somewhat dissatisfied
34,14.8,Economy,5 to 15,Somewhat satisfied
45,8.6,Economy,Less than 5,Neutral
41,18.3,Standard,Less than 5,Somewhat dissatisfied
34,15,Standard,5 to 15,Highly satisfied
46,20,Standard,5 to 15,Highly dissatisfied
33,15.5,Standard,5 to 15,Neutral
70,9.5,Economy,Less than 5,Highly dissatisfied
29,17.3,Standard,Less than 5,Highly dissatisfied
52,21.5,Standard,5 to 15,Somewhat dissatisfied
57,41.1,Luxury,More than 15,Neutral
41,52.6,Luxury,More than 15,Highly satisfied
32,14.200000000000001,Economy,Less than 5,Neutral
38,40.6,Luxury,5 to 15,Neutral
49,29.8,Standard,Less than 5,Highly dissatisfied
25,8.9,Economy,Less than 5,Neutral
37,34.2,Luxury,5 to 15,Highly dissatisfied
61,93,Luxury,More than 15,Highly satisfied
52,50.6,Luxury,More than 15,Neutral
57,14.9,Economy,5 to 15,Somewhat satisfied
34,28.6,Standard,5 to 15,Somewhat dissatisfied
43,39.5,Luxury,5 to 15,Highly dissatisfied
35,17.2,Standard,Less than 5,Neutral
27,14.8,Economy,Less than 5,Highly dissatisfied
60,16.6,Standard,Less than 5,Somewhat dissatisfied
45,21.200000000000003,Standard,Less than 5,Somewhat dissatisfied
43,21.900000000000002,Standard,More than 15,Highly satisfied
42,35.1,Luxury,More than 15,Highly satisfied
44,48.300000000000004,Luxury,5 to 15,Somewhat satisfied
54,71,Luxury,More than 15,Highly satisfied
31,24,Standard,5 to 15,Highly dissatisfied
25,7.300000000000001,Economy,Less than 5,Highly dissatisfied
42,81.9,Luxury,More than 15,Somewhat satisfied
71,75,Luxury,More than 15,Highly satisfied
52,41.400000000000006,Luxury,5 to 15,Somewhat satisfied
40,33.6,Luxury,More than 15,Neutral
39,38.400000000000006,Luxury,5 to 15,Somewhat satisfied
43,23.5,Standard,More than 15,Somewhat dissatisfied
42,13.9,Economy,5 to 15,Neutral
40,57.300000000000004,Luxury,More than 15,Somewhat satisfied
56,21.1,Standard,5 to 15,Highly satisfied
34,12.9,Economy,Less than 5,Highly dissatisfied
57,30.400000000000002,Luxury,More than 15,Somewhat dissatisfied
46,22.700000000000003,Standard,5 to 15,Neutral
35,34,Luxury,5 to 15,Somewhat dissatisfied
55,38.300000000000004,Luxury,5 to 15,Highly satisfied
44,26.5,Standard,5 to 15,Highly satisfied
37,13.600000000000001,Economy,5 to 15,Somewhat dissatisfied
32,9.4,Economy,5 to 15,Somewhat dissatisfied
47,17,Standard,5 to 15,Highly dissatisfied
37,18.1,Standard,Less than 5,Neutral
41,48.2,Luxury,5 to 15,Neutral
37,33.7,Luxury,More than 15,Somewhat dissatisfied
25,13.9,Economy,Less than 5,Neutral
42,35.1,Luxury,Less than 5,Somewhat dissatisfied
66,7.4,Economy,More than 15,Highly satisfied
63,9.600000000000001,Economy,5 to 15,Neutral
22,19.1,Standard,Less than 5,Highly dissatisfied
25,24.3,Standard,Less than 5,Highly dissatisfied
32,51.5,Luxury,Less than 5,Neutral
31,32,Luxury,5 to 15,Somewhat dissatisfied
30,10.9,Economy,5 to 15,Neutral
53,59.400000000000006,Luxury,More than 15,Somewhat satisfied
42,12.5,Economy,Less than 5,Somewhat dissatisfied
25,16.1,Standard,Less than 5,Highly dissatisfied
50,15.5,Standard,Less than 5,Somewhat dissatisfied
29,37.5,Luxury,Less than 5,Somewhat satisfied
63,22.700000000000003,Standard,More than 15,Somewhat dissatisfied
33,35,Luxury,Less than 5,Neutral
50,79.1,Luxury,More than 15,Somewhat satisfied
25,9.5,Economy,Less than 5,Highly satisfied
49,70,Luxury,More than 15,Neutral
41,23.1,Standard,Less than 5,Highly dissatisfied
51,33.2,Luxury,5 to 15,Somewhat satisfied
33,17.8,Standard,5 to 15,Somewhat satisfied
46,47.800000000000004,Luxury,More than 15,Highly satisfied
71,80.80000000000001,Luxury,More than 15,Somewhat satisfied
54,18.400000000000002,Standard,5 to 15,Somewhat satisfied
39,19.400000000000002,Standard,Less than 5,Highly dissatisfied
54,48,Luxury,More than 15,Highly satisfied
54,73.3,Luxury,More than 15,Highly satisfied
52,64.5,Luxury,More than 15,Highly satisfied
29,16.3,Standard,Less than 5,Somewhat satisfied
22,10.4,Economy,Less than 5,Somewhat dissatisfied
53,59.300000000000004,Luxury,More than 15,Somewhat dissatisfied
49,68.8,Luxury,More than 15,Highly satisfied
45,62.1,Luxury,More than 15,Highly satisfied
58,41.1,Luxury,More than 15,Somewhat dissatisfied
24,10.8,Economy,Less than 5,Highly dissatisfied
38,9.4,Economy,5 to 15,Somewhat dissatisfied
36,14.8,Economy,5 to 15,Highly satisfied
48,80.5,Luxury,More than 15,Somewhat dissatisfied
25,12.700000000000001,Economy,Less than 5,Highly dissatisfied
31,13.200000000000001,Economy,5 to 15,Somewhat satisfied
51,27.1,Standard,5 to 15,Somewhat dissatisfied
45,20.6,Standard,More than 15,Somewhat satisfied
70,4.5,Economy,Less than 5,Highly dissatisfied
53,15.100000000000001,Standard,5 to 15,Highly satisfied
55,50.5,Luxury,More than 15,Neutral
28,10,Economy,Less than 5,Highly dissatisfied
37,17.6,Standard,Less than 5,Highly dissatisfied
56,55.5,Luxury,More than 15,Somewhat dissatisfied
37,18.1,Standard,Less than 5,Highly dissatisfied
22,8.3,Economy,Less than 5,Somewhat dissatisfied
29,16.3,Standard,5 to 15,Somewhat satisfied
61,26.6,Standard,5 to 15,Somewhat satisfied
59,17.2,Standard,Less than 5,Somewhat satisfied
30,8.8,Economy,Less than 5,Highly dissatisfied
40,13,Economy,Less than 5,Somewhat dissatisfied
43,31.1,Luxury,5 to 15,Neutral
26,19.5,Standard,Less than 5,Somewhat satisfied
40,19.1,Standard,5 to 15,Neutral
39,17.900000000000002,Standard,5 to 15,Highly satisfied
57,12.4,Economy,5 to 15,Highly satisfied
35,33.4,Luxury,5 to 15,Highly dissatisfied
29,23.6,Standard,Less than 5,Highly dissatisfied
57,99.7,Luxury,More than 15,Highly satisfied
61,38.2,Luxury,5 to 15,Somewhat satisfied
61,19.8,Standard,5 to 15,Highly satisfied
38,12.9,Economy,5 to 15,Somewhat satisfied
36,10.600000000000001,Economy,Less than 5,Highly dissatisfied
24,12.700000000000001,Economy,5 to 15,Neutral
42,19.400000000000002,Standard,5 to 15,Somewhat satisfied
32,13.8,Economy,5 to 15,Somewhat dissatisfied
33,12.5,Economy,Less than 5,Somewhat dissatisfied
45,16.6,Standard,5 to 15,Somewhat dissatisfied
54,19,Standard,Less than 5,Neutral
57,74.60000000000001,Luxury,More than 15,Somewhat satisfied
37,24.3,Standard,Less than 5,Somewhat satisfied
57,25.6,Standard,Less than 5,Highly dissatisfied
67,10.3,Economy,Less than 5,Somewhat satisfied
31,19,Standard,Less than 5,Somewhat dissatisfied
67,62.6,Luxury,More than 15,Neutral
58,16,Standard,5 to 15,Highly satisfied
50,50.300000000000004,Luxury,More than 15,Highly satisfied
32,15.600000000000001,Standard,5 to 15,Neutral
30,28.8,Standard,5 to 15,Somewhat satisfied
27,10.600000000000001,Economy,5 to 15,Somewhat satisfied
19,9.9,Economy,Less than 5,Highly dissatisfied
31,13.8,Economy,Less than 5,Neutral
49,23,Standard,More than 15,Highly dissatisfied
38,14.3,Economy,Less than 5,Neutral
32,28.5,Standard,Less than 5,Highly satisfied
41,92.4,Luxury,More than 15,Somewhat satisfied
35,18.400000000000002,Standard,5 to 15,Somewhat satisfied
26,13,Economy,Less than 5,Somewhat dissatisfied
18,6.800000000000001,Economy,Less than 5,Highly dissatisfied
37,28.5,Standard,5 to 15,Somewhat satisfied
54,25.400000000000002,Standard,More than 15,Highly satisfied
52,77,Luxury,More than 15,Highly satisfied
40,28.5,Standard,Less than 5,Somewhat dissatisfied
34,16,Standard,Less than 5,Highly satisfied
27,11.700000000000001,Economy,Less than 5,Somewhat dissatisfied
42,62.300000000000004,Luxury,5 to 15,Highly satisfied
56,55.2,Luxury,More than 15,Somewhat satisfied
50,21.5,Standard,5 to 15,Neutral
28,15.200000000000001,Standard,Less than 5,Highly dissatisfied
49,50.1,Luxury,More than 15,Somewhat satisfied
56,84.2,Luxury,More than 15,Highly satisfied
51,99.9,Luxury,More than 15,Highly satisfied
33,24.400000000000002,Standard,5 to 15,Somewhat satisfied
32,43.2,Luxury,Less than 5,Highly dissatisfied
60,76.5,Luxury,More than 15,Somewhat satisfied
40,27.900000000000002,Standard,5 to 15,Highly satisfied
37,45.1,Luxury,More than 15,Highly satisfied
36,25.900000000000002,Standard,5 to 15,Neutral
48,24,Standard,5 to 15,Highly dissatisfied
37,15.3,Standard,5 to 15,Neutral
55,19.6,Standard,More than 15,Somewhat satisfied
56,56.1,Luxury,More than 15,Somewhat satisfied
23,20.700000000000003,Standard,Less than 5,Somewhat dissatisfied
47,32.2,Luxury,More than 15,Highly satisfied
49,96.4,Luxury,5 to 15,Neutral
54,22.1,Standard,5 to 15,Somewhat satisfied
57,16.900000000000002,Standard,Less than 5,Highly satisfied
45,30.700000000000003,Luxury,5 to 15,Somewhat dissatisfied
25,22.1,Standard,Less than 5,Somewhat dissatisfied
53,30.900000000000002,Luxury,More than 15,Somewhat dissatisfied
47,22.400000000000002,Standard,5 to 15,Somewhat satisfied
33,21.900000000000002,Standard,5 to 15,Neutral
22,8.200000000000001,Economy,Less than 5,Somewhat dissatisfied
23,11.700000000000001,Economy,Less than 5,Highly dissatisfied
34,13.200000000000001,Economy,5 to 15,Neutral
36,55.7,Luxury,5 to 15,Highly dissatisfied
48,78.10000000000001,Luxury,More than 15,Somewhat satisfied
49,78.6,Luxury,More than 15,Somewhat satisfied
45,65.3,Luxury,More than 15,Somewhat dissatisfied
40,18.3,Standard,Less than 5,Somewhat satisfied
36,23,Standard,5 to 15,Highly dissatisfied
31,11,Economy,Less than 5,Neutral
57,95.80000000000001,Luxury,More than 15,Somewhat dissatisfied
27,19.700000000000003,Standard,5 to 15,Somewhat dissatisfied
36,51.1,Luxury,5 to 15,Somewhat satisfied
23,13.8,Economy,Less than 5,Neutral
52,8,Economy,Less than 5,Highly dissatisfied
33,29.900000000000002,Standard,Less than 5,Somewhat dissatisfied
18,8.700000000000001,Economy,Less than 5,Highly dissatisfied
36,21.6,Standard,5 to 15,Highly satisfied
48,76.4,Luxury,More than 15,Neutral
37,34.2,Luxury,More than 15,Somewhat satisfied
54,19.400000000000002,Standard,More than 15,Highly satisfied
37,14.8,Economy,5 to 15,Highly satisfied
29,30.900000000000002,Luxury,5 to 15,Somewhat satisfied
29,9.9,Economy,5 to 15,Somewhat dissatisfied
33,9.8,Economy,5 to 15,Somewhat satisfied
21,14.200000000000001,Economy,Less than 5,Somewhat dissatisfied
49,12.600000000000001,Economy,5 to 15,Highly dissatisfied
61,30.3,Luxury,More than 15,Highly satisfied
31,10.9,Economy,Less than 5,Somewhat satisfied
51,26.6,Standard,More than 15,Highly satisfied
54,58.400000000000006,Luxury,5 to 15,Somewhat satisfied
55,36.800000000000004,Luxury,More than 15,Somewhat satisfied
41,39,Luxury,5 to 15,Highly satisfied
43,48.7,Luxury,5 to 15,Neutral
35,21.3,Standard,Less than 5,Somewhat satisfied
29,9.1,Economy,Less than 5,Highly dissatisfied
70,4.4,Economy,Less than 5,Somewhat satisfied
54,8.5,Economy,Less than 5,Somewhat satisfied
62,20.700000000000003,Standard,5 to 15,Neutral
33,24.400000000000002,Standard,5 to 15,Neutral
57,42.7,Luxury,More than 15,Neutral
33,21.400000000000002,Standard,Less than 5,Somewhat satisfied
41,58.1,Luxury,More than 15,Highly satisfied
29,32.800000000000004,Luxury,5 to 15,Highly satisfied
54,15.700000000000001,Standard,Less than 5,Highly dissatisfied
55,17.3,Standard,Less than 5,Neutral
39,25.700000000000003,Standard,5 to 15,Neutral
58,15.4,Standard,5 to 15,Somewhat satisfied
35,16.400000000000002,Standard,5 to 15,Somewhat satisfied
50,11.100000000000001,Economy,Less than 5,Neutral
37,20,Standard,5 to 15,Somewhat satisfied
58,16.5,Standard,Less than 5,Highly dissatisfied
61,6.6000000000000005,Economy,More than 15,Neutral
47,22.1,Standard,Less than 5,Highly dissatisfied
35,33.1,Luxury,5 to 15,Somewhat satisfied
46,35.1,Luxury,5 to 15,Somewhat satisfied
36,7.5,Economy,Less than 5,Highly dissatisfied
36,11.200000000000001,Economy,Less than 5,Highly dissatisfied
53,14.9,Economy,Less than 5,Somewhat dissatisfied
53,25.200000000000003,Standard,5 to 15,Highly satisfied
44,17.6,Standard,5 to 15,Somewhat satisfied
45,14.9,Economy,5 to 15,Somewhat dissatisfied
63,9,Economy,Less than 5,Somewhat dissatisfied
41,22.3,Standard,Less than 5,Somewhat dissatisfied
29,16,Standard,5 to 15,Highly satisfied
43,21.8,Standard,5 to 15,Somewhat dissatisfied
36,8.9,Economy,More than 15,Somewhat dissatisfied
33,34.9,Luxury,5 to 15,Neutral
24,8,Economy,Less than 5,Highly dissatisfied
59,43.1,Luxury,5 to 15,Neutral
43,86.80000000000001,Luxury,5 to 15,Neutral
28,33.7,Luxury,Less than 5,Somewhat dissatisfied
43,16.2,Standard,Less than 5,Somewhat dissatisfied
37,29.400000000000002,Standard,5 to 15,Somewhat satisfied
28,18.2,Standard,5 to 15,Highly satisfied
65,4.3,Economy,5 to 15,Somewhat dissatisfied
43,13.5,Economy,5 to 15,Somewhat satisfied
30,23.400000000000002,Standard,Less than 5,Highly dissatisfied
22,12.600000000000001,Economy,Less than 5,Somewhat dissatisfied
28,10.200000000000001,Economy,Less than 5,Somewhat dissatisfied
56,17.5,Standard,5 to 15,Somewhat dissatisfied
39,19.400000000000002,Standard,Less than 5,Highly dissatisfied
43,27.700000000000003,Standard,More than 15,Neutral
36,22.6,Standard,5 to 15,Highly satisfied
48,32.800000000000004,Luxury,More than 15,Somewhat satisfied
61,38.2,Luxury,More than 15,Neutral
28,7.9,Economy,Less than 5,Neutral
32,25.200000000000003,Standard,5 to 15,Somewhat dissatisfied
53,28.5,Standard,More than 15,Neutral
45,18.6,Standard,Less than 5,Neutral
48,21.400000000000002,Standard,More than 15,Highly satisfied
28,69,Luxury,5 to 15,Somewhat satisfied
48,59,Luxury,More than 15,Neutral
26,17.6,Standard,5 to 15,Highly dissatisfied
36,11.600000000000001,Economy,Less than 5,Neutral
21,9.1,Economy,Less than 5,Highly dissatisfied
47,28.400000000000002,Standard,5 to 15,Somewhat satisfied
43,8.8,Economy,Less than 5,Somewhat satisfied
40,14.200000000000001,Economy,5 to 15,Somewhat dissatisfied
42,46.400000000000006,Luxury,More than 15,Neutral
29,17,Standard,Less than 5,Neutral
37,28.5,Standard,Less than 5,Neutral
40,54.6,Luxury,More than 15,Somewhat satisfied
58,55.5,Luxury,More than 15,Highly satisfied
49,72,Luxury,More than 15,Somewhat satisfied
75,4.9,Economy,More than 15,Highly dissatisfied
32,13,Economy,5 to 15,Neutral
56,49.800000000000004,Luxury,More than 15,Neutral
28,20,Standard,Less than 5,Somewhat dissatisfied
54,72,Luxury,More than 15,Highly satisfied
48,46.300000000000004,Luxury,More than 15,Highly satisfied
32,12,Economy,Less than 5,Highly dissatisfied
43,17.400000000000002,Standard,Less than 5,Highly dissatisfied
27,9.3,Economy,Less than 5,Somewhat dissatisfied
51,23.900000000000002,Standard,More than 15,Somewhat dissatisfied
40,8,Economy,Less than 5,Highly dissatisfied
51,75,Luxury,More than 15,Somewhat dissatisfied
56,48.800000000000004,Luxury,More than 15,Highly satisfied
34,15.200000000000001,Standard,Less than 5,Neutral
57,4.5,Economy,More than 15,Somewhat satisfied
51,21.1,Standard,5 to 15,Somewhat satisfied
40,51.1,Luxury,Less than 5,Neutral
22,6.800000000000001,Economy,Less than 5,Somewhat dissatisfied
36,15.200000000000001,Standard,Less than 5,Highly dissatisfied
33,38.7,Luxury,5 to 15,Somewhat satisfied
50,64.10000000000001,Luxury,More than 15,Somewhat dissatisfied
48,24.400000000000002,Standard,More than 15,Somewhat dissatisfied
38,31,Luxury,5 to 15,Highly satisfied
39,30.8,Luxury,5 to 15,Somewhat satisfied
38,13.700000000000001,Economy,More than 15,Neutral
31,12,Economy,5 to 15,Neutral
54,75.5,Luxury,More than 15,Somewhat satisfied
40,7.9,Economy,Less than 5,Highly dissatisfied
35,35.5,Luxury,Less than 5,Highly dissatisfied
72,7.800000000000001,Economy,More than 15,Highly satisfied
57,49.400000000000006,Luxury,More than 15,Somewhat dissatisfied
28,14.4,Economy,Less than 5,Highly dissatisfied
53,77.8,Luxury,More than 15,Somewhat satisfied
34,14.600000000000001,Economy,Less than 5,Somewhat dissatisfied
63,77.3,Luxury,More than 15,Somewhat satisfied
39,20.700000000000003,Standard,Less than 5,Highly dissatisfied
48,9.9,Economy,Less than 5,Highly satisfied
51,64.60000000000001,Luxury,More than 15,Highly satisfied
50,73.4,Luxury,More than 15,Somewhat dissatisfied
39,23.1,Standard,5 to 15,Somewhat satisfied
36,27.1,Standard,Less than 5,Highly dissatisfied
55,48.5,Luxury,Less than 5,Highly dissatisfied
38,46.300000000000004,Luxury,5 to 15,Somewhat dissatisfied
38,15.200000000000001,Standard,More than 15,Neutral
44,48.1,Luxury,More than 15,Somewhat dissatisfied
60,41.5,Luxury,More than 15,Somewhat satisfied
57,28.200000000000003,Standard,More than 15,Neutral
33,30.400000000000002,Luxury,5 to 15,Somewhat satisfied
30,26.6,Standard,5 to 15,Highly satisfied
41,53.5,Luxury,More than 15,Somewhat satisfied
35,19.5,Standard,5 to 15,Somewhat satisfied
52,24.6,Standard,More than 15,Highly satisfied
39,12.600000000000001,Economy,Less than 5,Highly dissatisfied
42,24.700000000000003,Standard,Less than 5,Highly satisfied
34,15.200000000000001,Standard,Less than 5,Highly satisfied
29,15.5,Standard,Less than 5,Highly satisfied
32,14.700000000000001,Economy,Less than 5,Highly dissatisfied
34,18.400000000000002,Standard,Less than 5,Highly dissatisfied
61,61.5,Luxury,More than 15,Highly satisfied
47,91.7,Luxury,More than 15,Highly satisfied
52,97.10000000000001,Luxury,More than 15,Highly satisfied
57,12.4,Economy,5 to 15,Somewhat satisfied
24,17.1,Standard,Less than 5,Somewhat dissatisfied
39,37.9,Luxury,More than 15,Highly satisfied
30,10.8,Economy,5 to 15,Highly dissatisfied
28,27.1,Standard,5 to 15,Neutral
39,72.5,Luxury,Less than 5,Neutral
51,23.6,Standard,5 to 15,Highly satisfied
25,16.400000000000002,Standard,Less than 5,Highly dissatisfied
23,9.5,Economy,Less than 5,Highly dissatisfied
40,12.3,Economy,Less than 5,Highly dissatisfied
25,10.3,Economy,Less than 5,Highly satisfied
24,10.8,Economy,Less than 5,Somewhat dissatisfied
54,10.3,Economy,5 to 15,Somewhat satisfied
40,32,Luxury,Less than 5,Highly dissatisfied
56,46.5,Luxury,More than 15,Somewhat dissatisfied
39,43.300000000000004,Luxury,More than 15,Highly satisfied
25,12.8,Economy,Less than 5,Somewhat satisfied
44,13,Economy,Less than 5,Somewhat dissatisfied
25,20.700000000000003,Standard,Less than 5,Highly dissatisfied
30,29.700000000000003,Standard,5 to 15,Somewhat satisfied
39,29.5,Standard,5 to 15,Neutral
18,6.4,Economy,Less than 5,Highly dissatisfied
52,24.400000000000002,Standard,5 to 15,Neutral
42,19,Standard,5 to 15,Highly satisfied
43,59.7,Luxury,More than 15,Neutral
49,27.1,Standard,Less than 5,Somewhat dissatisfied
38,9.4,Economy,Less than 5,Neutral
58,12.8,Economy,More than 15,Highly satisfied
50,22.5,Standard,5 to 15,Somewhat dissatisfied
20,8.4,Economy,Less than 5,Highly dissatisfied
28,21.6,Standard,5 to 15,Neutral
33,28.700000000000003,Standard,Less than 5,Somewhat dissatisfied
41,27.200000000000003,Standard,5 to 15,Somewhat satisfied
44,13.8,Economy,Less than 5,Somewhat satisfied
28,8.700000000000001,Economy,5 to 15,Highly dissatisfied
65,94,Luxury,More than 15,Highly satisfied
37,17.3,Standard,Less than 5,Highly dissatisfied
45,15,Standard,Less than 5,Neutral
30,9.4,Economy,5 to 15,Somewhat dissatisfied
39,13.600000000000001,Economy,5 to 15,Highly satisfied
70,48.6,Luxury,More than 15,Highly satisfied
42,8.4,Economy,Less than 5,Highly satisfied
34,19.3,Standard,5 to 15,Somewhat satisfied
65,19.3,Standard,Less than 5,Somewhat satisfied
38,27.8,Standard,5 to 15,Highly satisfied
36,9,Economy,Less than 5,Somewhat dissatisfied
34,40.300000000000004,Luxury,Less than 5,Highly satisfied
62,19.8,Standard,More than 15,Somewhat satisfied
37,21.700000000000003,Standard,Less than 5,Neutral
43,76.80000000000001,Luxury,5 to 15,Highly dissatisfied
65,6.4,Economy,5 to 15,Highly dissatisfied
23,9.5,Economy,Less than 5,Highly dissatisfied
35,19.1,Standard,5 to 15,Highly satisfied
56,4.7,Economy,More than 15,Neutral
64,21.3,Standard,More than 15,Highly satisfied
50,32.5,Luxury,5 to 15,Somewhat dissatisfied
39,17.5,Standard,More than 15,Highly satisfied
25,48,Luxury,Less than 5,Somewhat dissatisfied
30,14.5,Economy,Less than 5,Neutral
45,53.2,Luxury,More than 15,Highly satisfied
59,20.200000000000003,Standard,Less than 5,Somewhat dissatisfied
29,17.900000000000002,Standard,Less than 5,Somewhat dissatisfied
33,23.200000000000003,Standard,5 to 15,Highly satisfied
51,31.400000000000002,Luxury,More than 15,Somewhat dissatisfied
33,20.200000000000003,Standard,5 to 15,Somewhat dissatisfied
45,29,Standard,5 to 15,Highly satisfied
54,20.200000000000003,Standard,5 to 15,Somewhat satisfied
57,25.400000000000002,Standard,More than 15,Somewhat satisfied
40,13.4,Economy,Less than 5,Highly dissatisfied
24,12.4,Economy,Less than 5,Highly dissatisfied
40,16.8,Standard,Less than 5,Somewhat dissatisfied
49,25.3,Standard,5 to 15,Highly satisfied
33,17.3,Standard,5 to 15,Somewhat satisfied
35,14.600000000000001,Economy,Less than 5,Highly dissatisfied
27,14.100000000000001,Economy,Less than 5,Somewhat dissatisfied
20,6.800000000000001,Economy,Less than 5,Highly dissatisfied
49,59.7,Luxury,More than 15,Somewhat satisfied
28,24.1,Standard,Less than 5,Somewhat dissatisfied
27,9,Economy,Less than 5,Highly dissatisfied
19,10,Economy,Less than 5,Neutral
36,22.900000000000002,Standard,5 to 15,Somewhat dissatisfied
33,15.4,Standard,Less than 5,Somewhat dissatisfied
56,19.6,Standard,5 to 15,Highly satisfied
38,18.900000000000002,Standard,5 to 15,Neutral
42,64.10000000000001,Luxury,More than 15,Highly satisfied
34,21.400000000000002,Standard,Less than 5,Highly dissatisfied
38,19.900000000000002,Standard,5 to 15,Somewhat satisfied
42,32.5,Luxury,More than 15,Neutral
44,14.3,Economy,5 to 15,Highly dissatisfied
31,13.9,Economy,5 to 15,Highly satisfied
53,26.1,Standard,More than 15,Highly dissatisfied
41,81.5,Luxury,More than 15,Somewhat satisfied
31,22,Standard,5 to 15,Neutral
47,53.900000000000006,Luxury,More than 15,Highly satisfied
34,19.900000000000002,Standard,Less than 5,Somewhat dissatisfied
64,13,Economy,More than 15,Neutral
26,14.4,Economy,Less than 5,Highly dissatisfied
66,82.4,Luxury,More than 15,Somewhat satisfied
